,Antiguedad,Anunciante,Balneario,NroBanios,Nro_pisos,Cocheras,Dormitorios,Estado de Inmueble,Luminosidad,Mascotas,Precio,Tipo,TipoCochera,Uso_comercial,Uso_profesional,latitud,longitud,Area_constr_m2,Area_total_m2,'Cuarto de servicio','Deposito','Terraza','Kitchenette','Sala de estar','Sotano','Patio','anx81tico','Comedor diario','Comedor','Banio de servicio','Jardanxadn Interno','Walking Closet','Escritorio','Cocina','Banio independiente','Lavanderanxada','Balcon','Sala','Closet','Banio de visitas','Agua','Guardiananxada','Internet','Luz','Cable','Servicio de Limpieza','Conexion a gas','Sistema de seguridad','Telefono','Areadeportiva','Piscina','Solarium','Sala de internet','Sala de cine','Jardanxadn','Parque interno','Guarderanxada','anx81reas verdes','Club House','Hall de ingreso','Areade BBQ','Gimnasio','Areade sauna','Juegos para ninios','Ingreso independiente','Colegios cercanos','Cerca al mar','Centros comerciales cercanos','Parques cercanos','Acceso personas discapacidad','Frente al mar','Desagaue','Jacuzzi','Chimenea','Intercomunicador','Cerco Electrico','Parrilla','Aire acondicionado','Amoblado','Sauna','Calefaccion','Equipado','Terma','Portero electrico','Cocina con reposteros',Distrito,Provincia,geohash_grado6,geohash_grado5,geohash_grado7,geohash_grado8,preciom2_area_total,preciom2_area_constr,grupo_dist,area_ponderada,probability
5109,6.0,475,80,1.0,2.0,0.0,1,6,0,1,95000.0,5,2,0,1,-12.0567805,-77.052575,75.0,43.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,12,405,77,1512,1951,1406.8785256226433,1171.812420482278,0,-24.019824648718725,
5110,5.0,475,80,3.0,4.0,0.0,1,1,0,1,79000.0,0,2,1,1,-12.06700573069895,-75.21807276739557,142.0,180.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,51,9,1003,160,3488,4745,757.6309248631018,584.7227479258931,2,259.5860417703534,870.9427398003769
5111,4.0,475,80,2.0,2.0,0.0,3,3,0,1,200000.0,5,2,1,1,-12.1438309,-77.02104200000002,210.0,99.0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,12,281,71,606,748,5874.517154586162,2216.6005758565743,1,-133.47501675024307,
5112,1.0,269,64,4.0,2.0,4.0,4,4,2,1,270000.0,1,1,1,1,-12.985095979558,-76.501394083318,200.0,300.0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,12,81,38,113,117,1996.8556544786154,2005.1744855795348,1,509.43695202724604,
5113,3.0,475,80,5.0,3.0,0.0,4,3,0,1,300000.0,0,2,1,1,-12.03297381203429,-77.00490760027144,418.0,143.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,12,489,82,1699,2150,1198.3404519789894,1003.183055196206,2,-432.9516180749264,
5114,3.0,475,80,1.0,2.0,0.0,1,2,1,1,115000.0,0,2,2,2,-12.0458237,-76.9345824,83.0,83.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,12,766,105,2999,4160,1457.3776836527845,1227.2335931249484,0,83.0,1507.5071483657518
5115,3.0,475,96,4.0,2.0,0.0,4,1,0,1,220000.0,1,2,1,1,-12.337851400000002,-76.8269946,238.0,135.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112,12,207,61,385,459,2270.988322795083,1726.666266932461,2,-80.72006058806335,
5116,3.0,475,80,3.0,3.0,1.0,3,3,1,1,135000.0,0,1,1,1,-13.1559454,-74.23381590000002,105.0,105.0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,3,1000,157,3485,4742,1285.7142857142858,1285.7142857142858,2,105.0,
5117,3.0,475,80,3.0,3.0,0.0,3,4,0,1,200000.0,0,2,1,1,-11.9878445,-77.0748275,140.0,60.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,12,506,83,1741,2196,1558.4691895810156,2819.5487218762078,2,-107.54956162179678,
5118,5.0,475,80,4.0,2.0,1.0,4,3,1,1,550000.0,0,0,0,2,-12.076304,-77.04468,320.0,270.0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,65,12,392,77,1464,1899,2025.9117941385614,1939.7908337221554,0,165.28152398637698,
5119,3.0,381,80,2.0,1.0,1.0,2,6,0,1,569802.0,0,1,1,1,-6.828386578745049,-79.92548801666209,247.0,3000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,103,11,1088,204,3595,4859,1046.9024661638834,1122.3224472306208,2,8765.799289310082,546.92997520903
5120,6.0,475,106,3.0,3.0,2.0,3,2,1,1,235000.0,1,4,1,1,-12.3286033,-76.8287012,174.0,174.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,112,12,209,61,399,475,2270.988322795083,1726.666266932461,2,174.00000000000009,
5121,3.0,475,80,2.0,1.0,2.0,3,1,1,1,280000.0,0,0,1,1,-12.0761859,-76.9812944,120.0,160.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,12,721,104,2592,3444,1457.3776836527845,1227.2335931249484,0,243.7747808108984,
5122,3.0,475,80,5.0,2.0,2.0,4,2,1,1,360000.0,0,3,1,1,-12.1013839,-76.9410485,232.0,232.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,70,12,707,103,2474,3230,1971.8670147155633,2840.748410093181,1,232.0,
5123,4.0,475,80,5.0,2.0,2.0,4,5,1,1,450000.0,0,3,2,2,-5.192251515154839,-80.63271448360626,367.0,481.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,106,16,1128,214,3662,4931,1033.008725886804,1151.6061871986678,2,719.7581253110603,
5124,3.0,475,80,2.0,1.0,3.0,0,4,1,1,120000.0,3,3,1,1,-13.50517779274223,-76.11018910763464,166.0,1181.0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,49,8,48,24,61,63,367.20293536550935,669.1481372645052,2,3306.7850630765474,
5125,4.0,475,80,3.0,2.0,1.0,2,3,2,1,275000.0,0,1,1,1,-6.4922923,-76.33048029999998,149.0,500.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,148,18,1212,264,3762,5032,508.4365493263799,1165.2433128296075,2,1235.1237016156333,
5126,3.0,475,80,5.0,3.0,1.0,4,2,0,1,525000.0,4,1,1,1,-8.13538315781865,-79.04024178168885,560.0,236.0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,154,10,1060,191,3558,4818,1664.1554934287674,1469.3009290579798,2,-442.575724568277,
5127,2.0,475,80,4.0,2.0,2.0,3,1,1,1,430000.0,0,3,0,0,-12.2026922,-77.01446240000001,380.0,430.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,41,12,252,70,487,579,1200.0055778897788,2055.995442189472,2,534.7184760136229,
5128,1.0,269,80,5.0,2.0,3.0,4,3,2,1,500000.0,0,3,1,1,-12.097998933622,-76.922720950992,250.0,320.0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,70,12,715,103,2534,3341,1971.8670147155633,2840.748410093181,1,466.6058664190722,
5129,3.0,475,80,3.0,3.0,1.0,4,3,0,1,140000.0,0,1,1,1,-11.896139161724081,-77.03511655885056,220.0,153.0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,24,12,926,135,3368,4614,845.0109984997052,757.048967385803,2,12.67724214174518,
5130,7.0,475,80,3.0,3.0,1.0,3,2,1,1,165000.0,4,4,1,1,-8.141155,-79.03837349999998,190.0,190.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,150,10,1059,191,3556,4815,1034.4976947931032,1686.6343232274467,2,190.0,
5131,5.0,475,80,4.0,3.0,0.0,3,3,0,1,250000.0,4,2,1,1,-6.7955928,-79.8641585,150.0,150.0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,35,11,1096,206,3606,4870,1227.8767947425672,1156.7042151150936,2,150.0,
5132,5.0,475,80,3.0,3.0,0.0,3,2,0,1,100000.0,0,2,1,1,-6.7604425,-79.8584777,190.0,70.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,1117,209,3648,4917,1227.8767947425672,1156.7042151150936,2,-181.3243424326952,
5133,5.0,475,80,3.0,3.0,0.0,3,2,0,1,100000.0,0,2,1,1,-6.7604425,-79.8584777,190.0,70.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,1117,209,3648,4917,1227.8767947425672,1156.7042151150936,2,-181.3243424326952,
5134,5.0,475,80,3.0,3.0,0.0,3,2,0,1,100000.0,0,2,1,1,-6.7604425,-79.8584777,190.0,70.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,1117,209,3648,4917,1227.8767947425672,1156.7042151150936,2,-181.3243424326952,
5135,5.0,475,80,3.0,3.0,0.0,3,2,0,1,100000.0,0,2,1,1,-6.7604425,-79.8584777,190.0,70.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,1117,209,3648,4917,1227.8767947425672,1156.7042151150936,2,-181.3243424326952,
5136,8.0,475,80,3.0,3.0,0.0,3,2,0,1,110000.0,0,2,1,1,-6.7946422,-79.8362762,240.0,108.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,73,11,1106,207,3621,4887,1803.8315639432801,1485.0272717088874,2,-168.45677667596468,
5137,5.0,538,80,3.0,3.0,1.0,4,4,1,1,270000.0,0,1,1,1,-11.994452543225341,-77.08183993865572,216.0,95.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,80,12,455,80,1622,2069,1558.4691895810156,2819.5487218762078,2,-158.41871195296758,
5138,8.0,475,80,3.0,3.0,0.0,3,2,0,1,110000.0,0,2,1,1,-6.7946422,-79.8362762,240.0,108.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,73,11,1106,207,3621,4887,1803.8315639432801,1485.0272717088874,2,-168.45677667596468,
5139,8.0,475,80,3.0,3.0,0.0,3,2,0,1,110000.0,0,2,1,1,-6.7946422,-79.8362762,240.0,108.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,73,11,1106,207,3621,4887,1803.8315639432801,1485.0272717088874,2,-168.45677667596468,
5140,2.0,475,80,2.0,1.0,1.0,1,1,1,1,230000.0,0,1,1,1,-8.1332422,-79.0440243,130.0,253.0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,10,1061,191,3559,4820,1034.4976947931032,1686.6343232274467,2,510.6074509935125,
5141,8.0,475,80,3.0,3.0,0.0,3,2,0,1,110000.0,0,2,1,1,-6.7946422,-79.8362762,240.0,108.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,73,11,1106,207,3621,4887,1803.8315639432801,1485.0272717088874,2,-168.45677667596468,
5142,3.0,475,80,2.0,2.0,0.0,4,6,0,1,71000.0,0,2,1,1,-6.751934390570098,-79.83427098456441,150.0,160.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,11,1120,210,3651,4920,443.75,473.33333333333326,2,180.9436952027246,1173.5130178872528
5143,4.0,475,80,4.0,2.0,2.0,4,5,0,1,337000.0,0,0,0,0,-12.13455135003252,-77.00027497247218,202.0,160.0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,140,12,291,71,694,863,2002.7145887498311,2522.37028455222,1,72.03648014855673,2063.2648601668016
5144,3.0,475,80,1.0,1.0,1.0,0,1,2,1,50000.0,0,1,1,1,-6.7700798,-79.8549907,36.0,108.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,35,11,1105,206,3617,4883,1227.8767947425672,1156.7042151150936,2,258.79460545961706,
5145,3.0,475,17,5.0,2.0,5.0,4,2,1,1,310000.0,1,0,0,2,-16.6235522,-72.7104708,600.0,500.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,20,2,1013,164,3502,4759,620.0,516.6666666666666,2,290.56304797275396,
5146,7.0,274,80,2.0,2.0,0.0,2,3,1,1,69000.0,0,2,2,2,-12.007680699999998,-76.9891476,160.0,210.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,125,12,791,109,3109,4329,1145.7268560316693,869.5866437712198,2,314.718476013623,1252.5812166996193
5147,5.0,538,78,4.0,3.0,1.0,2,4,2,1,174000.0,1,0,1,1,-12.9903351,-76.49669499999997,110.0,110.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,31,12,79,38,110,114,1285.9805164828556,1184.8518298791155,2,110.0,
5148,1.0,475,80,5.0,3.0,1.0,4,3,1,1,290000.0,0,1,1,1,-5.1707087,-80.6310942,244.0,300.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,106,16,1138,216,3680,4949,1033.008725886804,1151.6061871986678,2,417.2846931352578,
5149,3.0,475,80,5.0,2.0,4.0,4,3,1,1,700000.0,0,0,2,2,-12.0903711,-77.00056479999998,700.0,360.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,122,12,380,76,1376,1789,2131.2732258472793,2153.0430136051687,1,-352.08563689263633,
5150,5.0,475,80,4.0,3.0,1.0,2,3,0,1,180000.0,0,1,1,1,-16.43206283313538,-71.51043695184828,298.0,128.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,102,2,1025,170,3517,4775,1406.25,604.0268456375837,2,-228.04281844631808,
5151,1.0,475,80,3.0,2.0,0.0,3,0,0,1,200000.0,0,2,2,1,-6.7700798,-79.8549907,85.0,85.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,1105,206,3617,4883,1227.8767947425672,1156.7042151150936,2,85.0,
5152,2.0,475,80,2.0,1.0,1.0,2,3,1,1,52750.0,0,1,2,2,-8.367838292305171,-74.54137193553471,60.0,80.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18,21,1218,267,3768,5038,576.0416666666666,732.6164874551973,2,121.8873904054492,894.312766526878
5153,3.0,475,80,5.0,2.0,2.0,3,4,2,1,220000.0,0,4,1,1,-12.06408846778727,-77.10538272350965,250.0,195.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,71,5,311,74,771,950,1268.9392873361976,1105.9607544155972,0,79.80967638501465,
5154,3.0,475,80,3.0,1.0,0.0,2,4,2,1,142000.0,0,2,1,1,-6.7715123074072885,-79.83713523826694,142.0,142.0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,35,11,1113,207,3640,4909,1227.8767947425672,1156.7042151150936,2,142.0,1126.5986854019598
5155,3.0,475,80,4.0,3.0,1.0,4,3,0,1,250000.0,0,1,1,1,-14.078397776798267,-75.72842275657848,160.0,160.0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62,8,21,8,26,26,1243.6172132418462,1529.1718170561514,2,160.0,
5156,3.0,475,80,2.0,2.0,1.0,2,2,1,1,105500.0,0,0,1,1,-6.78399775458949,-79.83559186324845,80.0,116.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,1109,207,3633,4902,1227.8767947425672,1156.7042151150936,2,191.39730272980853,1262.6657073097717
5157,6.0,538,80,4.0,2.0,0.0,4,4,2,1,400000.0,3,2,1,1,-12.6117479,-76.6701475,147.0,1511.0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,120,12,185,56,356,422,1698.239283108369,1890.4612905995175,2,4367.720025651635,
5158,3.0,475,80,1.0,1.0,0.0,2,3,1,1,92212.0,0,2,1,1,-7.7439171,-79.1880577,117.0,117.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,1075,195,3580,4841,788.1367521367523,788.1367521367523,2,117.00000000000004,1004.201225005367
5159,3.0,475,80,2.0,2.0,0.0,4,2,1,1,93328.0,0,2,1,1,-15.8402218,-70.02188050000001,162.0,162.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111,17,1031,173,3525,4783,576.0987654320987,576.0987654320987,2,162.0,1525.0624557624562
5160,3.0,475,80,1.0,1.0,0.0,1,5,0,1,68651.0,0,2,1,1,-3.7468298,-73.2429566,86.0,86.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,64,13,1223,271,3775,5045,806.4266822596691,1062.7573221061946,2,85.99999999999996,1055.211675728791
5161,3.0,475,80,5.0,4.0,4.0,4,4,2,1,550000.0,4,1,1,1,-11.8686689,-77.072985,750.0,180.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,110,12,922,134,3364,4609,1135.4655888602952,1097.4516953203727,2,-1013.790626555302,
5162,1.0,475,80,3.0,3.0,3.0,4,1,0,1,385000.0,0,1,1,1,-12.11603704194273,-77.00831456019421,330.0,330.0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,144,12,361,76,1171,1513,2133.2422307366373,1925.9766728973846,2,330.0,
